"id","hotel_id","oyo_id","cat_name","hotel_image","new_cat","mrc_id","image_url"
"321226","108764","GHY652","Washroom","Frames_Image_qbgeqkqcsspp","WASHROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC%20Washroom/Frames_Image_qbgeqkqcsspp?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=599&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=34ae29d9a015678b8a77089acfc66ff56195e78c920375a111c27c96bc0de534"
"321225","108764","GHY652","Room","Frames_Image_dzhogujuichg","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_dzhogujuichg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=10df883aa715b4b6b8c4e4f2544f47c039e12f036eff8c7072a68a0cee993d0d"
"321224","108764","GHY652","Room","Frames_Image_mwrqsbtjxoto","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_mwrqsbtjxoto?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=c1c78402e9799bbf2502e2017f70c98a0c99052b1778bcd3227262b86d88fa4d"
"321223","108764","GHY652","Room","Frames_Image_drxfjmjvkhkz","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_drxfjmjvkhkz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=00963fd31a50cf1e41e3d3b9d0b402d5a25283a654e822470d9ff0e7aa3c8f8d"
"321222","108764","GHY652","Room","Frames_Image_eripwmplxbsh","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_eripwmplxbsh?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=b3889f9438745b5c710222dc4d33affef8fce4d938fce86733aac96db2016e69"
"321221","108764","GHY652","Room","Frames_Image_rapaextglzbo","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_rapaextglzbo?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=4153bf5292e05e786dbcd38c3ffd1654b5de89bbc7e42669b1b782d61c008509"
"321220","108764","GHY652","Room","Frames_Image_sglazysmewrs","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_sglazysmewrs?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=87dfa724641a061304710b931175f2a2d5ce64ea110172daa8b9a2ef74930c6e"
"321219","108764","GHY652","Room","Frames_Image_qdknxgypbiqz","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_qdknxgypbiqz?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=882a790c7ffaf904f9cc44febaa2c5022621cda41c09a615a758bd6dc25d53a6"
"321218","108764","GHY652","Room","Frames_Image_jbxblqdednjj","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_jbxblqdednjj?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=599&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=937a434c2ca84380aef81264373ac7e0b9598040291638cf845826980b36e641"
"321217","108764","GHY652","Room","Frames_Image_sqwtqnlreogv","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_sqwtqnlreogv?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=4441ca39eb00654c3b302cb3f2b8c91fd4d99748ca3ea414557695d1eb26e5a9"
"321216","108764","GHY652","Room","Frames_Image_ufajvflokjam","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_ufajvflokjam?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=556bff296a66a5111b1d8efe69f9bde8f94b3b0532256dd3ae23b6a194a2dd29"
"321215","108764","GHY652","Room","Frames_Image_yqzahglnjwoo","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_yqzahglnjwoo?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=a790464c4d96c48b47b46de6bdd7b578c511c7d38246e8ff7dfdee64f9d9025e"
"321214","108764","GHY652","Room","Frames_Image_tegskzpehpjd","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_tegskzpehpjd?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=599&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=6d0a9df2d6ba3fc6779526ba80902eb4a0716b37b6daac0a0ed55a36664fbb48"
"321213","108764","GHY652","Room","Frames_Image_dctfclvlialg","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_dctfclvlialg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=599&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=6a67fd116f3678f0b34d36945b2b5f0b036d9c779ad97261e34bc52d13a3b716"
"321212","108764","GHY652","Room","Frames_Image_avayqylxnazu","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_avayqylxnazu?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=8f20165926510d5a2e1bbb521643772aed941a99475eca5a5607c79990b9c2f2"
"321211","108764","GHY652","Room","Frames_Image_ombxxqgjutnq","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_ombxxqgjutnq?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=9fc107bfba05f26165f3f74c4ebc9cf0d91f8e8db28a5a5af5219a0ebd493148"
"321210","108764","GHY652","Room","Frames_Image_yalgvxvogqug","ROOM","272950","https://oyo-transformation.s3-ap-southeast-1.amazonaws.com/photography/14272/SPOT%20ON%20NON-AC/Frames_Image_yalgvxvogqug?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20210216T044357Z&X-Amz-SignedHeaders=host&X-Amz-Expires=600&X-Amz-Credential=AKIAXBBSDNXKACVH3SXG%2F20210216%2Fap-southeast-1%2Fs3%2Faws4_request&X-Amz-Signature=5be51d65e49f320c71b1408ad3a08fa0fec496f22b7439b961de441dcf7a9334"
